product_id,marketplace,rating,advantage,disadvantage,comment
1099137205,ozon,5,,,"пришло всё аккуратно упаковано, без повреждений внутри, сразу попробовали, понравилось. Хорошо что написаны противопоказания, отдельное спасибо, уже знаем что на отдельные участки прикладывать нельзя, у моей мамы тромбофлебит."
1099137205,ozon,5,,,"классный аппарат, очень мощный хорошо держит батарейка"
1099137205,ozon,5,,,"Классная вещь, током бьет будь здоров, использовал для спины - стало значительно легче"
1099137205,ozon,5,,,"Отлично!!! Большой набор режимов, допы в виде тапочек и пояса, подробная инструкция и карта размещения электродов. Опробовал в работе, просто огонь. Доставка быстрая, комплектация соответствует описанию. Рекомендую"
1099137205,ozon,5,,,"Спасибо, я очень доволен.Он помогает справиться болью в пояснице (грыжи). Рекомендую к покупке, очень нужная вещ."
1099137205,ozon,4,,,"Общие впечатления хорошие, но очень жаль, что нет стимуляции для наращивания мышц рук и живота!!!"
1099137205,ozon,5,,,"хороший стимулятор, батарея держит"
1099137205,ozon,5,,,"Пока тестирую. Сокращения мышц приличные, за 60% мощности редко требуется выходить. Лёгкость в мышцах после мио-массажа присутствует."
1099137205,ozon,5,,,"Отличный аппарат.
Реально помог мне и жене.
Заряда хватает на 3 недели ежедневного использования."
1099137205,ozon,5,,,пользуюсь регулярно посмотрю в конце месяца на результат
1099137205,ozon,5,,,"Пришло в слюде, т.е. никаких следов пользования. Коробка целая. Но в самом приборе первые два входа без штырьков, а кольца входов не соединены плотно. Аппарат на первом входе А1 не работал, в А2 даже не пытался вставлять. А разъемы В1 и В2 прекрасно работают. Я решил вернуть и перезаказать. Возврат без проблем сразу же одобрили, что хорошо."
1099137205,ozon,5,,,"Отличный аппарат, всем рекомендую. Электроды крепятся хорошо, несмотря на мои заросли на ногах)."
1099137205,ozon,5,,,Свои функции выполняет. ничего плохого сказать не могу
1099137205,ozon,5,,,"Хороший прибор, помогает привести себя в порядок. Компактный, простой."
1099137205,ozon,5,,,отлично работает
1099137205,ozon,5,,,👍
1099137205,ozon,4,,,"при ежедневном использовании, не улучшает состояния, быстро изнашиваются липучки"
1099137205,ozon,1,,,"Напишу наверное единственный настоящий отзыв😂 В общем полностью протестировал несколько аппаратов в том числе и этот самый дорогой. Абсолютно не стоит своих денег! Использовал на всех членах семьи, бесполезная вещь. Здоровья никому не улучшил 😂 Кроме панических атак ничего у нас не вызвал. Очень жаль тех людей, кто заказал. Электроды работают через раз, о сокращениях мышц не может быть и речи. Просто бьет током немного и всё, после эффекта нет, расслабления нет. Пустышка. Не тратьте даже свое время! 🥲 Надеюсь мой отзыв хоть кому-то сэкономит время. Намного ценнее будет свечку в церкви поставить Чудотворцу! И то пользы больше будет. 🛐"
1099137205,ozon,5,,,все нравится
1099137205,ozon,5,,,Классный аппарат!
1099137205,ozon,5,,,"пришло в заводской коробке, никакой наклейки запечатывающей не было. Но вроде пришёл полный комплект 
Аппарат был разряжен в ноль, зарядился за полчаса. Проверила в режиме массаж. Инструкцию надо бы читать."
1099137205,ozon,5,,,"Работает, и не плохо."
1099137205,ozon,5,,,Хороший миостимулятор! Пользовалась при восстановлении после операции
1099137205,ozon,5,,,Работает.
1099137205,ozon,5,,,Удобный и много режимов
1099137205,ozon,5,,,"Маленький компактный, по мощности отличный, пока все нравится!!!"
1099137205,ozon,5,,,Отличный миостимулятор! Сила ударной волны регулируется в достаточно большом диапазоне.
1099137205,ozon,5,,,"муж давно хотел купить этот миостимулятор, ну вот свершилось, пришло всё целое, спасибо. уже опробовали на своих больных спинах. ощущение как при физиотерапевтических процидурах. надо провести курс, чтобы говорить о каких то улучшениях. есть и противопоказания. изобретение хорошее!"
1099137205,ozon,5,,,"Лучшее, что есть в миостимуляторах, компактность и удобство."
1099137205,ozon,5,,,Отличное соотношение цена-качество. Активно используется для процедур. Рекомендую.
1099137205,ozon,5,,,"Хорошая штука, перед тем как крепить электроды обязательно протереть кожу спиртом, иначе электроды долго не проживут."
1099137205,ozon,5,,,"после нескольких применений плохо клеятся электроды, сам прибор мощный, пока выдерживаю 5-6 делений мощности) точки куда прикладывать для максимального эффекта методом тыка приходиться искать ... но классно, хорошая вещь"
1099137205,ozon,5,,,очень понравился стимулятор. Проблемы с ногой после перелома. После первой процедуры ощущение было здоровское.
1099137205,ozon,1,,,"Товар приехал со следами использования, пришлось его сдать, деньги сразу вернули"
1099137205,ozon,4,,,"Хороший приборчик, все в семье пользуемся, каждый завел себе персональные электроды, благо, что здесь же, на Озоне, их полно"
1099137205,ozon,5,,,"Не буду снижать оценку за инструкцию и управление, потому что эффект мамадорогая! Мне хватает и половины мощности."
1099137205,ozon,5,,,"прибор не заряжался,5 звёзд за быстрый возврат товара"
1099137205,ozon,5,,,"Товар пришел быстро, такой же как на картинке. Размер очень аккуратный, соответствует небольшому смартфону. Упакован был тщательно, в оригинальной коробке. Заряжала по инструкции, как положено - 10 часов. Все детали в наличии, обнаружила даже сумочку для хранения аппарата со всеми прилагающимися деталями.)) Также есть инструкция и атлас с разметкой точек на теле. Всё смотрится достойно, в работе еще не пробовала, но надеюсь, что всё будет в порядке и проблем с ним не возникнет. Отзывы об аппарате самые хорошие, поэтому мой выбор пал именно на этот девайс. Благодарю производителей."
1099137205,ozon,5,,,"Пользуюсь неделю. Очень понравилось. Такой качественный прибор с очень хорошей коробкой, упаковкой, русской инструкцией и важно, что на коробке стоит сертификация EAC. Ощущения при использовании очень хорошие, прямо не хочется выключать.
Надеюсь что вылечит мне спину."
1099137205,ozon,5,,,"Миостимулятор просто отличный, даже не думал что так хорошо будет работать."
1099137205,ozon,5,,,"Впечатление-крайне положительное! Запаса по мощности-за глаза, мышцы сокращаются как под реальной нагрузкой , ощущения своеобразные но только положительные,покупкой доволен как слон) Фото своих волосатых ног не прилагаю-уж не просите :)"
1099137205,ozon,5,,,"Всё идеально, Упаковка, Доставка.
Исследую устройство, ощущения необыкновенные."
1099137205,ozon,5,,,"Пользуюсь регулярно, лечебный эффект есть. Рекомендую"
1099137205,ozon,5,,,"уже второй покупаю. без нариканий, пользуются 3 семьи все довольны!"
1099137205,ozon,5,,,"пробуем , работает , посмотрим в процессе. надеемся прослужит как написано. гарантия есть."
1099137205,ozon,5,,,"Хороший миостимулятор, боль с поясницы снимает, ставил непосредственно в место боли, и также ставил по точкам аккупунктуры, реально помогает на некоторое время, причём помогает ощутимо, на точки не надо долго ставить, к такому выводу пришёл из опыта с другими приборами, минуты по 2 на каждую точку, может и минуты даже хватит, а на мышцах можно уже долго. Главное не игнорировать ЛФК, при проблемах с мышцами нужен комплексный подход, миостимулятор хорошее дополнение)"
1099137205,ozon,5,,,Удачная покупка. Пользуюсь по мере необходимости. Классный прибор для массажа. Миостимулятор советую для покупки.
1099137205,ozon,5,,,"Удобный, качественный. Некоторые программы, для меня, не слишком мощные, даже на максимуме. Отсутствие отдельной кнопки паузы. Бестолковая схема применения"
1099137205,ozon,5,,,цена качество все соответствует описанию 👍
1099137205,ozon,4,,,слабоват ток. датчики быстро перестали липнуть.
1099137205,ozon,5,,,"Отличный миостимулятор. Взял на подарок жене, она очень довольна. 

- упаковка большая, хорошо выглядит, все хорошо упаковано внутри. Для подарка важно было 
- много режимов массажа, высокая мощность, при этом все классно настраивается под себя. Жена использует слабые уровни, я средние, как что подходит всем
- массаж классный, ощущения действительно как будто на настоящем массаже
- крутой комплект, у других такого не видел. Тапочки топ идея - полноценный массаж стоп получается. Пояс используем как спортивный миостимулятор, в итоге получается устройство 3 в 1 как минимум"
1099137205,ozon,5,,,"Мы очень довольны аппаратом! Теперь вечерами он всегда с нами. Пока только не знаем, что делать с электродами, которые со временем перестают прилипать к телу."
1099137205,ozon,5,,,"Качество на высоте! Удобные настройки. Пользуюсь уже более месяца - зарядку держит хорошо, удобный размер аппарата, плавная шкала интенсивности, разнообразие режимов. Рекомендую."
1099137205,ozon,5,,,"Вещь качественная, рекомендую."
1099137205,ozon,5,,,"Покупал в подарок брату (врач физиотерапевт), по его мнению хороший аппарат, активно использует его в работе."
1099137205,ozon,5,,,Пока не использовал
1099137205,ozon,5,,,"работает, но сами электроды нужно менять. недолговечные."
1099137205,ozon,5,,,"Очень понравился ! Долго выбирала между разными брендами, и очень рада, что выбрала именно этот! Качественный, инструкция на русском, прост в управлении. В общем, если кто в поиске- берите, не пожалеете!"
1099137205,ozon,5,,,"Всё пришло целое, работает отлично. Пользуюсь два месяца. Нравится)"
1099137205,ozon,5,,,"Миостимулятор мощный, но Мне он не подошёл по ряду противопоказаний, сделал возврат, деньги вернули👍"
1099137205,ozon,5,,,"Функции свои выполняет, много режимов и запасные электроды. Кнопка не понятно нажимается. Пользуюсь уже 2 месяца. Эффект точно есть"
1099137205,ozon,5,,,"Сосвоими функциями справляется, отличный массажер"
1099137205,ozon,5,,,Класс
1099137205,ozon,5,,,"Все пришло целое. Комплект полный. Проверил на одном из режимов, работает. По поводу помогает, дополню отзыв позже. Пока 5 звёзд за качество доставки и внешний вид товара. Спасибо. Дополняю отзыв спустя месяц эксплуатации. После хоккея поясница болела, ставил 4 электрода на tens режим 3 вид массажа 1 уровень на 20 минут после тренировки и на следующий день. Помогает. Играть стало легче. Болевые ощущения в пояснице явно меньше. Мне прибор помог."
1099137205,ozon,5,,,"очень понравился, реально работает"
1099137205,ozon,5,,,"Прибор удивил. Много программ, мощности хватает с запасом, аккумулятор держит долгий заряд. Доволен физиотерапия теперь в домашних условиях."
1099137205,ozon,2,,,"Брал в подарок, но с таким товарным видом, только в хлам. Коробка замызгана и перемотана скотчем, сам аппарат вне упаковки, порванный пакет, засунут (для комплектации видать) в основную коробку. Сам аппарат, такое впечатление что отработал он у кого то значительное время, а потом его тупо спихнули. Да и по электродам видно что уже пользовались. Проверил в работе, вроде работает. Но на подарок уже не тянет. В первый раз с Озона приходит такая дрянь. Хотя это вина не Озона, а нерадивых отправителей."
1099137205,ozon,5,,,"классный аппарат. легко освоили в применении. всё понятно. много режимов, что тоже немало важно. после использования даже 10 минут, чувствовала облегчение"
1099137205,ozon,5,,,"Миостимулятор очень понравился. Врач рекомендовал после операции прорабатывать мышцы. На просторах интернета аппаратов огромное разнообразие. Долго выбирала. остановилась на этом. И не прогадала. Качество отличное, упаковка безупречная. Много программ и режимов. Прост в применении. Физиокабинет на дому. Плюс обещанные бонусы. Курьер доставил на следующий день после заказа. Спасибо большое! 👍"
1099137205,ozon,5,,,"Работает, пользуюсь полтора месяца ежедневно. Пытаюсь восстановить нормальное функционирование ступни после травмы нерва (плюс лекарства)."
1099137205,ozon,5,,,супер аппарат
1099137205,ozon,2,,,"Очень слабый, даже на одном контакте. пожалела сильно. бесполезный абсолютно. кто не пробовал Меркурий, не сможет почувствовать разницу. Этот аппарат и не массирует, и не боль точно не снимает. была бы счастлива сдать назад."
1099137205,ozon,5,,,Мама не на радуется! Помогает!👍
1099137205,ozon,5,,,качественный прибор.
1099137205,ozon,5,,,"Отец пользуются, доволен"
1099137205,ozon,2,,,обещанные бонусы при покупке не начислены.
1099137205,ozon,5,,,"Хороший аппарат, легкий и понятный в использовании, заявленные функции выполняет Спасибо"
1099137205,ozon,5,,,Не плохой мне понравился
1099137205,ozon,5,,,"качественный товар. сын разрезал руку вместе с сухожилиями и нервами. врач прописал электростимуляцию кисти после операции. ходить в лечебницу не всегда удобно. а этот прибор всегда под рукой, выполняет процедуры каждый день. пальцы постепенно начинают двигаться, надеюсь, что прибор поможет восстановить работу пальцев"
1099137205,ozon,3,,,"прибор неплохой, но электроды быстро выходят из строя"
1099137205,ozon,5,,,Коробка пришла запечатана. Не мятая. На фото видно. Была подключена подзарядка. Аппарат зарядился. Включается. Дальше знакомимся с инструкцией. Дополню чуть позже.
1099137205,ozon,5,,,"Очень хороший миостимулятор. Качественные комплектующие. Но мне не хватает дополнительных аксессуаров: пояс, тапочки, наколенники, налокотники. Приходится все покупать у других производителей. Из-за отсутствия допов общая оценка хорошо."
1099137205,ozon,5,,,"Отличный аппарат. Все в семье нашли ему применение. Но главное, маме помогает при переломе берцовой кости. Нога стала меньше отекать и болеть. Для нас было важно , что есть воздействие не только на мышцы, но и на нервы. Отчиму после инсульта собираюсь сделать минимум 10 сеансов. Зимой парализованная сторона хуже. Рекомендую."
1099137205,ozon,5,,,"Работает, есть улучшение."
1099137205,ozon,5,,,отличный миостимулятоор
1099137205,ozon,5,,,Прибор работает.
1099137205,ozon,5,,,"Годный продукт, много режимов стимуляции. Советую к покупке."
1099137205,ozon,5,,,"Все отлично, товар качественный, буду разбираться с его работой. Может позже дополню отзыв."
1099137205,ozon,1,,,"Не могу понять, как включить аппарат. Экран горит, кнопки работают, но ничего не происходит… интенсивность почему-то не повышается выше 3 и сбрасывается автоматически. Импульсов нет вообще, как будто не включается."
1099137205,ozon,5,,,"Соответствует описанию. Качественное исполнение, а по функционалу дополню чуть позднее."
1099137205,ozon,5,,,Пришёл быстро. Инструкция понятная. Все режимы работают. Пользуюсь каждый день.
1099137205,ozon,5,,,"Крутой аппарат, режимы чувствуешь физически, как будто тебя правда мнут или бьют молоточками! Очень мощный, я дальше 6 уровня вытерпеть не могу. Правда помогает при болях, синяки рассасывает быстрее. Электроды суперские и долговечные. С этим аппаратом совместимы и другие электроды тоже. Рекомендую))"
1099137205,ozon,4,,,"Прибор доставлен целым , исправным , заводская упаковка прочная . Работает штатно . Был заряжен на 100% . За день использования практически не разрядился . Мышцы прорабатывает отлично . В данном случае конечный эффект применения трудно предсказать . Человек после ранения . Возможно значительно позднее дополню отзыв ."
1099137205,ozon,5,,,Всё хорошо. Работает... Спустя несколько дней отказал В1 и В2. Деньги на ветер.
1099137205,ozon,5,,,супер пупер советую смотрите видео мнет будь здоров
1099137205,ozon,5,,,"Работает! Понятная инструкция, большой выбор программ и их описание."
1099137205,ozon,5,,,"Хорошее качество, помогает."
1099137205,ozon,5,,,"хорошая вещь, работает исправно, подбираешь себе режим и всё отлично. 
Батареи хватает примерно на 3 недели если каждый день пользоваться класс штука"
1099137205,ozon,5,,,"Пришёл упакован неплохо,работает.В деле ещё не проверял
Проверили!Класс!Надо знать ,куда электроды накладывать!Обалденная штука!Заряд держит!"
1099137205,ozon,5,,,пока всё работает
1099137205,ozon,5,,,"пришёл в целости и сохранности, полный комплект. 
читаю инструкцию, пока не опробовал. брал для лечения остеохондроза. опробовал отлично работает, по мощности даже на половину не выдерживаю мощно. после 2 раз стало значительно легче, а главное не нужно ходить в больницу тот же амплипульс. 
в общем я доволен. 
рекомендую."
1099137205,ozon,5,,,Все отлично пока ! Только подскажите где взять еще электроды новые?
1099137205,ozon,5,,,"Мощная штука! Купил супруге для реабилитации после инсульта. Огромное преимущество этого прибора, что можно изменять мощность на разных группах электродов. Например: устанавливаю группу А четыре электрода на правую часть спины, а В на левую. Левая сторона спины имеет меньшую чувствительность, значит мощности можно побольше.
Ну а реально, если мышцы здоровые, то выдержать более 4-5ед. из 20 сложно. Аппаратик небольшой, но очень эффективный. Аккумулятора хватает на 4-6 дней использования."
1099137205,ozon,5,,,"нужный прибор при полинейропатии. использую третий день. действует как стационарный амплипульс.
 Рекомендую. Внимательно читайте инструкцию."
1099137205,ozon,5,,,"всё отлично 👌
всё работает 👍
буду потихоньку возвращаться в социум 🧐
хороший миостимулятор 👍
рекомендую 👍
Дополняю:
приобрёл ещё электроды для миостимулятора, работают хорошо 👍.
Электроды: Китай, не липучки, синие, ""углеродные"", овальные, 9*15см.,"
1099137205,ozon,5,,,маленький и удобный. всё работает отлично!
1099137205,ozon,5,,,"пользовались мало, но работает пока что хорошо! 👍 муж доволен, пока пользуется на самой нижней скорости/мощности 😆"
1099137205,ozon,4,,,"разобрались, как работает довольно быстро, начали использовать, об эффекте говорить рано, позже допишу"
1099137205,ozon,5,,,"электростимулятор хорош, рабочий , качественный!"
1099137205,ozon,5,,,"Всё работает отлично,рекомендую продавца 👍👍👍"
1099137205,ozon,5,,,Отличный аппарат👍
1099137205,ozon,5,,,"Прибор ""огонь""! Множество программ, не все ещё попробовала. Инструкция подробная. Пришёл в запаяной упаковке, полный комплект. Очень довольна!"
1099137205,ozon,5,,,Все работает!
1099137205,ozon,2,,,"пришел с разбитым экраном, в остальном все работает"
1099137205,ozon,5,,,"Мощность более, чем достаточная - очень понравилось"
1099137205,ozon,5,,,Отличный аппарат. Много функции. Хорошо убирает боли в спине. Интуитивный интерфейс. Выдерживаю пока максимум чуть больше половины силы токов.
1099137205,ozon,4,,,"пока пробуем на самых малых токах. Боли в плече. 
будем увеличивать. 
электроды крепятся норм, не отлипают
Программ много"
1099137205,ozon,5,,,"Вещь просто супер! Рука после операции получила временный паралич, миостимулятоп заставил ее двигать!!!"
1099137205,ozon,5,,,"Интересный массажер, много режимов, купила к нему дополнительные электроды без липкого слоя и бандажи резинки для закрепления. Не могу зарегистрироваться на сайте для расширенной гарантии("
1099137205,ozon,5,,,"зарядку держит хорошо, работает без нареканий,всё устраивает."
1099137205,ozon,5,,,"Выкупила,пользуюсь, время покажет."
1099137205,ozon,5,,,Отличный
1099137205,ozon,5,,,Супер вещь.
1099137205,ozon,5,,,"Обычно отзывы не оставляю.
Очень качественный. Не ожидала. Советую. Не сомневайтесь."
1099137205,ozon,5,,,"очень понравился,2 раза делали массаж ,все хорошо"
1099137205,ozon,2,Работает согласно описанию в инструкции,Недокомплект (отсутствуют адаптер питания и электроды 50*100 и 50*50),"Прибор пришел вскрытым, муж забрал не глядя. Дома при проверке обнаружили отсутствие адаптера и двух пар электродов. Кроме этого провода не были скручены, видимо кто-то вернул его пользованным. Проверяйте внимательно на пункте выдачи."
1099137205,ozon,4,,,"Для домашнего использования отлично подходит. Только приобрели, по амортизации не знаю еще. В использовании простой, но для спины конечно помощник нужен."
1099137205,ozon,5,,,хороший аппарат
1099137205,ozon,5,,,Хорошо работает
1099137205,ozon,5,,,"Мне понравился! Маленький, но мощный! Ток отличный! Хороший аналог больничным электростимуляторам! Делали в Москве на реабилитации за деньги. Теперь делаем дома. Рада покупке.Парализованному сыну подходит. Спасибо Большое!!!"
1099137205,ozon,5,,,"уже второй беру, работает отлично"
1099137205,ozon,4,,,"Обычный миостимулятор.Конечно получше многих известных фирм(по цене).Корпус хлипковат.Да и экран можно было бы сделать сенсорным.Не очень удобно по кругу листать режимы.У меня есть проблемы со спиной (шейные грыжи)Боли конечно он не убирает,а расслабляет напряжение в мышцах.Конечно ручной массаж он не заменит.Если есть лишние деньги то купить можно.В принципе он соответствует моему ожиданию."
1099137205,ozon,5,,,"отличная штука, мужу очень понравилось, при использование 2 раза в день 5-7 дней, снимает напряжение в мышцах, много режимов. рекомендуем"
1099137205,ozon,5,,,Отличный аппарат. Советую.
1099137205,ozon,5,,,"Лучший милостимулятор❗️❗️❗️ Но есть нюансы 🙃 Рассказываю 🗣️

Мой отзыв в первую очередь для тех кто занимается спортом как я и хочет улучшить свои результаты в т.ч по увеличению объема мышечной массы.

Для начала я заменил гелевые электроды на углеродные, у них больше рабочая площадь и их не нужно менять (электроды закрепил на ремешок - липучки - клей). Такие электроды можно смачивать, можно нет - я использую токопроводящию жидкость с ней импульсы лучше и эффективнее.

ВАЖНО❗️❗️❗️
У устройства два канала, А и В, оба работают и в TENS и в EMS. Но тут тот самый нюанс про который я писал в начале. Каждый канал делится на 2, т.е А на А1 и А2, а В на В1 и на В2, если использовать одновременно А1 и А2 - мощность падает в 2 раза, поэтому я использую только 2 провода и подключаю их к А1 и В1 иначе мне не хватает мощности (подключение для получения максимальной мощности отметил на фото).

По программе для спорта рекомендую первую в режиме EMS на второй скорости - остальные мне не зашли, они больше массаж чем тренировка (отметил на фото).

Выводы: у меня были устройства дешевле, дороже нет. Все недорогие устройства - это китайские игрушки - не советую.

Это устройство самое оптимальное по цене, качеству, удобству, дизайну.

Рекомендую приобрести именно это устройство если вам нужен качественный и мощный аппарат❗️❗️❗️

Будьте здоровы и спортивны 🤩"
1099137205,ozon,5,,,"За такой ценник вполне себе хороший аппарат . Работаю с ним в совокупности с иглами , результат лучше стал ."
1099137205,ozon,5,,,Я в восторге от этого прибора. Домашний физиоаппарат. Рекомендую к покупке.
1099137205,ozon,4,Мощный.,Выбор программ.,"Если был бы сенсорное выбор программ. а не по кругу, немного неудобно, то поставил бы 5. Много программ можно подобрать под себя, или воспользоваться инструкцией. Некоторые программы как в поликлинике."
1099137205,ozon,5,,,Здорово
1099137205,ozon,5,,,Все работает
1099137205,ozon,5,,,"Покупала маме так, как у неё часто болит спина. Большой экран, много наклеек, разнообразие подачи токов и самое главное это легкость в использовании. Мама довольна"
1099137205,ozon,5,,,Супер
1099137205,ozon,2,,,"Нет здесь никаких 4 каналов, здесь 2 канала с возможностью вставить в один канал 2 пары электродов. Вот только если вы на один канал поставите 2 пары электродов, работать будет только одна пара, та между электродами которых будет меньшее сопротивление, и смысла от того что вы одновременно 8 электродов на себя нацепите никакого."
1099137205,ozon,5,,,Очень хорошо. Лупит как из розетки.
1099137205,ozon,5,,,"Рекомендую, удобный и прост в использовании, эффективный"
1099137205,ozon,4,,,"Хороший приборчик, но очень хрупкий. Пластик, который не убережет от падения или перегиба небольшого. За практичность двойка."
