,product_id,marketplace,rating,advantage,disadvantage,comment
118,220795333,wb,1,,"Недостатки:Товар пришел без упаковки, без пломб. Немного встревожилась, но забрала, почти не глядя. Дома обнаружила, что на коробке нарисано черный. В коробке лежал голубой. И самое главное! Отсутствует соединительный провод. Подключить и пользоваться невозможно.",Комментарий:Как вернуть деньги за некачественный товар?
119,220795333,wb,5,Достоинства:Все работает спасибо,,
120,220795333,wb,1,,,Пришел открытый. Отказалась
121,220795333,wb,4,Достоинства:нормально,Недостатки:перестал работать,"Комментарий:И куда вам писать?Дайте почт,не вижу кнопку написать продавцу.Ваш товар на гарантии.Мощность максимум поднимается на 10 и все,это не нормально.100 разных батареек меняла"
122,220795333,wb,5,Достоинства:Хорошо работает,Недостатки:Их нет,Комментарий:Все понравилось
123,220795333,wb,1,,"Недостатки:После нескольких примерений перестал давать импульсы - не работает! Тонкие провода, некачественный товар. Как вернуть деньги?",
124,220795333,wb,5,Достоинства:Работает пока не пользовалась на деле),Недостатки:Батареек не было,
125,220795333,wb,5,Достоинства:Спасибо супер,,
126,220795333,wb,5,Достоинства:Очень удобный аппарат,Недостатки:Не заметила,"Комментарий:Врач прописал миостимулятор,начала пользоваться и спустя месяц уже заметны результаты как и было написано в описании товара"
127,220795333,wb,5,"Достоинства:Работает, вроде бы полный комплект","Недостатки:Ужасная доставка, коробка до пункта выдачи добралась пинками 🥲",
128,220795333,wb,5,"Достоинства:Аппарат понравился, током хорошо пробивает, посмотрю эффект.",,"Комментарий:Стоит попробовать, если есть проблемы по женски."
129,220795333,wb,5,,,Спустя неделю могу точно отметить результат есть. Прошла все программы . Начинала со скорости 10. Закончила на 33. Рекомендую
130,220795333,wb,5,Достоинства:Все хорошо рабоьает,Недостатки:Нет,
131,220795333,wb,5,Достоинства:Это просто пушка) За месяц использования стала почти девочкой 😍,,
132,220795333,wb,5,Достоинства:Действительно есть эффект,,
133,220795333,wb,5,"Достоинства:Здравствуйте, все работает. Буду тренироваться",,
134,220795333,wb,5,Достоинства:Упоковка в хорошем состоянии. Аппарат супер.,,
135,220795333,wb,3,"Достоинства:Пришёл совершенно другой товар вместо этого, поэтому возврат.",,
136,220795333,wb,5,Достоинства:Все работает. Много режимов. Советую,,Комментарий:Боялась что долго не проживёт и выброшу деньги на ветер. Но пришел запакованный и работает. Покупала после назначения врача
137,220795333,wb,5,Достоинства:Аппарат хороший пришол вовремя .,Недостатки:Минус зато что не указываете противопаказания . .Узнаешь когда приобретешь но он стоит денег.,Комментарий:Аппарат свою работу выполняет улучшения есть. Но пришлось оставить все процедуры по причине побочек в виде повышения давления и пульса сердечного. Звезду снимать не стала. Всё индивидуально.
138,220795333,wb,5,"Достоинства:Компактный, много программ",Недостатки:Не выявила,Комментарий:Отличный прибор. Всё работает. О результатах говорить еще рано
139,220795333,wb,5,Достоинства:Все устроило,Недостатки:Нет,
140,220795333,wb,4,,Недостатки:Через 2 недели стал работать совсем слабо,
141,220795333,wb,3,,,"Через 2 месяца перестал воспринимать абсолютно все батарейки. Купила несколько разных фирм новых батареек и все равно большое 10 не поднимается. Служба поддержки не отвечает. Буду вам его сдавать видимо по браку. А так в принципе прибор неплохой, но видимо нужно больше времени для оценки результата"
142,220795333,wb,3,,,"Упаковка была вскрыта, поэтому минус звезды"
143,220795333,wb,5,Достоинства:Действие заметно с первой недели.,,
144,220795333,wb,5,"Достоинства:Цена. Взяла маме, она ещё не пробовала в деле.","Недостатки:На батарейках, а не аккомуляторе",
145,220795333,wb,5,Достоинства:Рекомендуют.,,
146,220795333,wb,5,"Достоинства:Пользуюсь месяц, конечно не каждый день, но уже вижу результаты, прыгать пока не рискую, но при чихах уже нет подтеканий. При использовании нужно быть аккуратнее, при неправильном положении либо не чувствуешь, либо начинает сильно тянуть. Однозначно рекомендую",,
147,220795333,wb,3,"Достоинства:Работает хорошо. Нареканий нет. Больше 24, мощность держать не могу, неприятно. Делаю второй день, купила от недержания при чихании. Надеюсь решит мою проблему. Ощущаю сокращения",,
148,220795333,wb,5,,,Пришёл хорошо упакованы В рабочем состоянии Все программы работают Буду заниматься О результатах пока говорить рано:)
149,220795333,wb,3,"Достоинства:Работает хорошо, все было в комплекте. пришел быстро",Недостатки:нет,"Комментарий:В документах описаны противопоказания, среди них миома. Если бы знала- не покупала бы. продавец продал товар, который для меня оказался- вредным. И узнать об этом заранее не было возможности. На будущее- указывайте противопоказания в описании товара"
150,220795333,wb,2,,"Недостатки:Использую не малый срок, как при кашле было недержание так и осталось. Не рекомендую, для меня оказалась бесполезной вещью.",
151,220795333,wb,5,"Достоинства:Прибор в действии! Прошло две недели почти ежедневных процедур, правда один раз в день. О значимом результате говорить рано, но положительные сдвиги есть 👍 Применяю в соответствии с рекомендациями в инструкции: каждый день новая программа. Первые дни было сложно выдерживать нагрузку в 40 единиц. Теперь это не проблема. Надеюсь, что со временем результат будет хороший. Спасибо поставщику. Рекомендую всем женщинам!",,
152,220795333,wb,5,,,Эта штука реально помогает! Даже при нерегулярных тренировках я чувствую значительный прогресс! Почему я не знала об этом гениальном устройстве после рождения первого ребенка?? Очень рекомендую всем родившим! Спасибо за качественный товар!
153,220795333,wb,1,,,Не работает через месяц пользования
154,220795333,wb,5,,,"Пока работает, ждём результат"
155,220795333,wb,5,,,Пришёл в целой упаковке. Пока ещё в действии не пробовала
156,220795333,wb,5,,,Все работает. Спасибо. Аппаратом довольна
157,220795333,wb,5,,,"При проверке товара уровень поднимается только до 10, а должен до 40. В чем может быть проблема?"
158,220795333,wb,5,,,"Работает аппарат, о результате говорить, конечно пока рано"
159,220795333,wb,5,,,"Супер, мне понравился"
160,220795333,wb,5,,,Отлично работает
161,220795333,wb,5,,,"Просто шикарная вещь, для всего тела, при наличии насадок. Способствует похудению и подтягивает кожу, даже после пятидесяти. Результат за год 12кг"
162,220795333,wb,5,,,"Пользуюсь неделю,на первый же день помогло,Я скажу честно не верила В туалет после третьих родов не добегала от слова совсем,,мне 35 лет,ходила постоянно с прокладкой , думала навсегда,в плане кекса💥мужа вообще не хотела,но за эту неделю что я пользуюсь Я совсем не упускаю и с мужем появляется желание проводить время вместе, девчата берите это чудо аппарат,у меня все было безнадежно как я думала ПРОДАВЕЦ СПАСИБО БОЛЬШОЕ, СПАСИБО ЧЕЛОВЕЧЕСКОЕ💐💐💐Хороших продаж и клиентов"
163,220795333,wb,5,,,Просто ромбический😍🔥 что он вытворяет...не описать словами... только можно почувствовать... 8 режимов и каждый хорош по своему ...и такой мощный...вобщем рекомендую однозначно👍 Доставка быстрая Упаковка целая Огнище🤣🔥🔥🔥🔥🔥🔥🔥🔥
164,220795333,wb,5,,,Очень классный аппарат! Очень помогает
165,220795333,wb,5,,,"Я много читала, про пользу электростимуляторов. Скажу, что работает, и мышцы сокращаются, и эффект есть и чувствиткльность возросла и желание постоянное! Рекомендую!"
166,220795333,wb,5,,,"Все в комплекте,спасибо, работает исправно,инструкция на русском"
167,220795333,wb,5,,,"Всё целое, работает как надо, спасибо большое🌼"
168,220795333,wb,5,,,"Работает, использовала пока 1 раз"
169,220795333,wb,5,,,Всё отлично спасибо покупкой довольна пока работает
170,220795333,wb,5,,,"Опробовала прибор. Работает. Пользуюсь второй день. Об изменениях говорить рано, но надеюсь на результат."
171,220795333,wb,5,,,"Спасибо. Всё качественно упаковано. Инструкция на русском языке, расписана вся нужная информация. Проверила работает, но ещё не пользовалась. Далее добавлю отзыв по результатам."
172,220795333,wb,5,,,"Ну 2 день пользуюсь, пока работает🙏🙏🙏, удивительно, не верила, что будет так мощно напрягать мышци, хотела включить на максимум, а пользуюсь еле-еле 25, больновато пока на больше включать, надеюсь укрепит мышци, спасибо"
173,220795333,wb,5,,,Все работает! Буду тестировать
