id,name,price,rating,feedbacks,brand,power_type,zones
327048053,Электрический массажер миостимулятор для пресса,321.0,5.0,1,Cozyshop для дома,,живот; руки; плечи
324901316,Массажер бабочка с пультом,526.0,4.6,328,Массажер электрический,от аккумулятора,спина; тело; мышцы
185540115,"Массажер для ног, миостимулятор EMSF-20",3125.0,4.8,3276,Planta,от батареек,ноги
279628028,Миостимулятор для тазового дна,3502.0,4.6,1772,Furellia,USB,интимная зона
194367611,Пояс для похудения Миостимулятор Массажер электрический,699.0,4.6,385,Sofia Luxury,USB; от аккумулятора,живот; бедра; тело
262515548,Массажер миостимулятор для терапии,585.0,5.0,1,The best shop prices,от батареек; от сети,ноги; руки; тело
154413759,Массажер микротоковый электрический миостимулятор,212.0,4.2,1922,,,
174252707,"Миостимулятор для пресса, пояс для похудения",1018.0,4.2,1000,FURVIREA,USB,живот; тело
19237484,"Миостимулятор для интимных мышц, Тренажер Кегеля",13547.0,4.5,219,TONIS,,
239618683,Электрический массажер для тела,183.0,4.3,2245,classic trends,аккумуляторный,живот; ноги; спина
253122237,EMS массажер с разогревающим эффектом,1492.0,4.6,1772,FURVIREA,,
175537092,Массажер миостимулятор тренажер для спины шеи тела ног,802.0,5.0,3,modern welling,от сети; от батареек; USB (в комплекте),тело; лицо; руки и ноги
163743837,Импульсный миостимулятор для лечения всего тела,1083.0,4.7,286,Ruman,,
390778793,Миостимулятор мини для тела,286.0,5.0,1,,USB,грудная клетка; живот; бедра
223351635,Массажер миостимулятор вакуумный антицеллюлитный для тела,2719.0,4.8,471,EVERI,USB; без питания; от аккумулятора,бедра; живот; ноги
267641140,Миостимулятор,667.0,5.0,1,ONECHOISE,USB; от батареек; от сети,тело; руки; шея
194438944,Пояс для похудения Миостимулятор Массажер электрический,699.0,4.6,385,Sofia Luxury,USB; от аккумулятора,живот; бедра; тело
159900838,Массажер электрический миостимулятор,226.0,4.1,644,A&F Group,USB; от аккумулятора; от сети,шея; спина; живот
108673217,Вагинальный тренажер Кегеля миостимулятор мыщц тазового дна,4703.0,4.7,768,SensaTone,,
147167296,EMS Массажер электрический для ног,825.0,4.7,1823,ARNAHealth,от аккумулятора,ноги; стопы
312899254,"Миостимулятор для шеи, подушка миостимулятор",3728.0,4.6,1772,Furellia,,
198312913,Стимулятор для мышц живота,837.0,4.3,2078,"Ура, приехало!",USB; от сети,живот; спина; тело
288062550,Массажер для спины и шеи микротоковый миостимулятор,313.0,5.0,2,Missis A,USB,"ноги, руки, живот, поясница, шея, бедра, лицо; лечи / Шея / Спина / Ягодицы; позвоночника, пресса, груди, икры, под коленом, ступни"
283874508,Электрический массажер для тела 2 шт,296.0,4.2,863,Damka,от аккумулятора,тело; руки; шея
249559438,Массажер миостимулятор,631.0,5.0,1,ECOHOMELY,USB,бедра; плечи; спина
208669037,Электрический массажер микротоковый миостимулятор,432.0,4.0,334,CostPrice,USB; от аккумулятора,тело; спина; ноги
290863727,Массажер для тела,481.0,5.0,2,Win shop,USB,плечи; спина; рук и ног
244563420,Пояс для похудения массажер электрический тренировочный,1796.0,4.8,3813,,от сети,живот; ноги; спина
192970989,Стимулятор для мышц живота,1124.0,4.3,2078,"Ура, приехало!",USB; от сети,живот; спина; тело
176541310,Массажер электрический для тела,152.0,4.1,497,электрические массажеры EMS,USB; от аккумулятора; от сети,тело; руки; шея
141145037,Массажер для шеи Миостимулятор EMS Neck Massager,9725.0,4.8,239,Yamaguchi,DC 5В/1А,шея
108435239,Массажер-миостимулятор для шеи HX-5880,429.0,4.2,391,ORZALA,USB,Шея / Плечи
16329046,Импульсный миостимулятор для лечения всего тела,1112.0,4.5,328,RIPOMA,,
372471091,Тренажер бабочка с пультом,456.0,4.6,328,Массажер электрический,от аккумулятора,спина; тело; мышцы
172075398,Миостимулятор импульсный массажер бабочка,392.0,5.0,1,PRODUSHOP,USB,спина; пресс; руки и ноги
226456901,Массажер миостимулятор для тела,456.0,5.0,3,Haidarov Home,USB; от аккумулятора,бедра; живот; ноги
206250025,Пояс электрический жиросжигающий массажер для похудения EMS,2997.0,4.7,539,EMS & Heating,USB,талия; поясница; живот
274734385,Миостимулятор массажер импульсный электрический для тела,599.0,5.0,1,Hill brand,от батареек; USB; от сети,тело; шея; живот
195586166,Миостимулятор-массажер для шеи и плеч с USB зарядкой,404.0,5.0,1,,,тело; шея; спина
234866369,Антицеллюлитный массажер для тела для похудения,2605.0,4.8,384,DolcePeach,,живот; ягодицы; бедра
263899530,Электрический массажер для тела,185.0,4.2,863,Damka,от аккумулятора,тело; руки; шея
173234055,Микротоковый массажер для лица rf лифтинг микротоки,840.0,4.8,4040,"""ng beauty""",от аккумулятора,зона вокруг глаз; лицо; декольте
145254296,Массажер миостимулятор для терапии,683.0,5.0,5,KAMILLA,,Все тело шея спина ноги плечи руки ягодицы живот
178660867,Массажер для шеи и плеч электрический,1290.0,4.8,559,7TON,от аккумулятора,плечи; шея; спина
341047679,Миостимулятор для лица и всего тела массажер электрический,792.0,5.0,3,RuMir,,Для всего тела; для лица и рук; для шеи и спины
335214615,Электромассажер миостимулятор акупунктурный,529.0,5.0,1,,,все тело
205796949,Массажер для ног электрический коврик,409.0,4.3,8854,nazare,220,стопы; ноги
198348956,Массажер миостимулятор для терапии,516.0,4.3,503,HomeMarket24/7,,
195324674,Массажёр для лица бандаж микротоковый электрический,1872.0,4.6,291,NOVA-G,от аккумулятора,лицо; подбородок; тело
170078190,Массажер электрический EMS миостимуляция,179.0,4.1,2957,OT Shop,USB,спина; пресс; руки и ноги
224272499,Виброплатформа для похудения тренажер,5465.0,4.9,1634,PeakForm,от сети,ягодицы; ноги; живот
154707733,Импульсный массажер для шеи и воротниковой зоны TENS,861.0,4.7,1671,KIHOME,USB кабель (В комплекте),шея; плечи; спина
209520605,Массажер для шеи и плеч электрический,1328.0,4.8,559,7TON,USB; от аккумулятора,плечи; шея; спина
120391480,Электрический EMS массажер для ног и рук,574.0,4.6,2425,GoodLife,от аккумулятора,стопы; ноги; пятки
398379808,Массажер антицеллюлитный микротоковый для тела и головы EMS,1970.0,4.8,11665,TSOY,от сети; проводной массажер,голова; тело; ноги
178660879,Массажер для шеи и плеч электрический,1295.0,4.8,559,7TON,USB; от аккумулятора,плечи; шея; спина
296274286,Массажер для спины и шеи,141.0,4.0,405,Golden store,USB,
139626366,Массажер для шеи и плеч импульсный миостимулятор,765.0,4.6,448,Xiaomi,"Встроенная батарея, заряжаемая от USB","воротниковая зона; шея, плечи, спина; шея"
340544412,Массажер для тела жиросжигающий,1943.0,4.7,272,Curlbee,USB,
270063928,массажер для тела спины и похудения,2192.0,4.8,559,7TON,от аккумулятора,шея; тело; живот
201647766,Импульсный массажер для шеи и воротниковой зоны TENS,1320.0,4.7,1200,KIHOME,USB кабель (В комплекте),шея; плечи; спина
169443138,Массажер для ног электрический коврик,424.0,4.1,2957,OT Shop,USB; от сети; от аккумулятора,ноги
260867590,Пояс электрический жиросжигающий массажер для похудения,3587.0,4.7,289,IYNI,USB,живот; спина; талия
227887076,Микротоковый массажер для лица и тела,2092.0,4.9,2765,F A C E S,5 ВТ,лицо; шея
387043128,Массажер для ног и всего тела,303.0,4.4,530,classic trends,USB; от сети,ноги
296836467,Микротоковый массажер для лица и тела,1720.0,4.8,1959,BodyRave,от сети,лицо; тело; зона вокруг глаз
59169214,Rf лифтинг массажер для лица с микротоками m1607,5492.0,4.7,2342,Gezatone,,шея; лицо; зона вокруг глаз
143753238,Массажер для шеи электрический,2227.0,4.7,2143,IGUARA,USB; от аккумулятора; от прикуривателя автомобиля,шейный отдел позвоночника; спина; воротниковая зона
252571255,Микротоковый массажер для лица от морщин и отеков рф лифтинг,4911.0,4.8,599,LUXLIFTING,USB; от сети,лицо; зона вокруг глаз; шея
195627696,Массажер электрический Mini Massager для тела миостимулятор,250.0,4.4,705,mini ems,USB,спина; тело; шея
223922330,Массажер для шеи воротниковой зоны электрический импульсный,1110.0,4.7,681,Liparty,от аккумулятора; USB,шея
173241288,Микротоковый массажер для лица RF лифтинг микротоки,991.0,4.8,6727,"""ng beauty""",от аккумулятора,зона вокруг глаз; лицо; декольте
217456725,Массажер для лица электрический RF лифтинг микротоковый,1566.0,4.6,390,MinoFank,от аккумулятора; Беспроводной,лицо; шея; зона вокруг глаз
203501890,Массажер для лица электрический RF лифтинг микротоковый,1367.0,4.7,4300,OKLISH beauty,от аккумулятора,лицо; шея; зона вокруг глаз
282777101,Массажер жиросжигающий для похудения,2449.0,4.7,272,Curlbee,USB,
135576690,Вагинальный тренажер Миостимулятор для интимных мышц,14109.0,4.6,267,Sensa TONE,,
331332601,"Реабилитационный тренажер, миостимулятор для рук и ног",1811.0,4.8,556,ReBalance,,
174650201,Антицеллюлитный массажер для тела,2676.0,4.7,932,EMVIMASS,от сети,спина; ноги; тело
214337249,Массажер для спины и шеи микротоковый миостимулятор,213.0,4.4,230,GO SHOP,Встроенный аккумулятор,ноги; шея; спина
247781618,Микротоковый массажер для лица RF лифтинг,1198.0,4.7,3815,Louvo,от аккумулятора; Беспроводной,лицо; шея; зона вокруг глаз
173241055,Микротоковый массажер для лица электрический RF лифтинг,1047.0,4.8,6727,"""ng beauty""",от аккумулятора,лицо; зона вокруг глаз; декольте
229539758,Миостимулятор массажер тренажер для тела пресса и рук,522.0,4.3,334,Тренажер для пресса,,
174691648,Микротоковый массажер для лица от отеков и морщин,2252.0,4.7,2646,LUXLIFTING,USB; от сети,лицо; зона вокруг глаз; шея
176135675,Микротоковый массажер для лица электрический лифтинг,3272.0,4.9,1330,"""ng beauty""",от аккумулятора,зона вокруг глаз; лицо
413452261,Стимулятор для мышц живота,3113.0,4.3,2078,"Ура, приехало!",от сети,живот; руки; тело
71879726,Массажер для спины и шеи тела импульсный миостимулятор,3063.0,4.5,301,PrettyMassage,От батареек (2 шт АА),голова; лопатки; Шея плечи
229398109,Микротоковый массажер для лица и шеи,1296.0,4.7,677,FacialSPA,USB,зона вокруг глаз; лицо; шея
81549518,Импульсный массажер для шеи и воротниковой зоны,860.0,4.7,3231,Baikus,USB,шея; спина; плечи
240667779,Виброплатформа для похудения 206324729,5676.0,4.9,240,Golax,от сети,ягодицы; ноги; живот
170075078,Электрический массажер для лица и шеи микротоковый,350.0,4.8,3671,Boev Store,,лицо; шея; зона вокруг глаз
177877982,Электрический вибромассажер для ног и стоп,6789.0,4.8,1234,Keona,от сети 220В,стопы; ноги; ступни
154962159,EMS массажер миостимулятор для ног и тела,322.0,3.7,225,тидор,,
87665607,Массажер для шеи и плеч миостимулятор импульсный,3803.0,4.6,377,Xiaomi,от сети; от аккумулятора,шея; плечи
94481874,А4 биологически активные точки для массажа хиджамы гирудо,433.0,4.7,1818,КРАСОТА & ЗДОРОВЬЕ,,бедра; живот; ягодицы
180402727,Косметический микротоковый вибромассажер для лица,2154.0,4.4,352,Dimarket,USB; от аккумулятора,овал лица; подбородок; лицо
235840654,Микротоковый массажер для лица,2955.0,4.8,1200,BEAUTY fresh,от аккумулятора,зона вокруг глаз; лицо; шея
87685422,Микротоковый роликовый массажер для лица Biolift m101,4795.0,4.9,592,Gezatone,,шея; лицо; тело
242323118,Микротоковый массажер для лица RF лифтинг Фонофорез,2431.0,4.8,1959,BodyRave,от аккумулятора; USB,лицо; шея; зона вокруг глаз
177854660,Мини массажер бабочка электрические,250.0,4.2,281,WOOD STINKY,USB; от аккумулятора,бедра; спина; руки
175548998,Массажер для тела бабочка,265.0,4.1,320,lineSel,USB,спина; поясница; шея
212300288,Массажер для лица электрический RF лифтинг микротоковый,1566.0,4.7,4300,OKLISH beauty,от аккумулятора,лицо; зона вокруг глаз; шея
227023748,Виброплатформа для похудения 150 кг тренажер кардио степпер,5849.0,4.8,1134,ЦЕНТР РАСПРОДАЖ,220; от сети,"для ног, для похудения, для пресса живота, для тела; для бедер и ягодиц, для стоп, для стопы"
188936420,Массажер электрический для тела,339.0,4.1,365,Сезон товаров,USB; от аккумулятора; от сети,тело; руки; шея
48076520,Микротоковый массажер для лица Splando rf лифтинг,10853.0,4.7,221,OLZORI,Встроенный аккумулятор,лицо; зона вокруг глаз; зона декольте
217984877,Электрический косметический массажер,1641.0,4.8,1495,JOJO.,от сети; от прикуривателя автомобиля; USB,голова; шея; спина
168306102,Массажер электрический для тела,189.0,4.2,225,масажиор мири для шеяь,от аккумулятора,воротниковая зона; ноги; живот
155538674,Микротоковый массажер для лица rf лифтинг от морщин отеков,2675.0,4.8,4399,LUXLIFTING,,зона вокруг глаз; лицо; шея
271250239,Массажер EMS электрический для тела бабочка,183.0,4.3,665,MK Home,USB; от аккумулятора; от сети,спина; живот; ноги
18777442,Микротоковый массажер для лица rf ems лифтинг,8902.0,4.7,634,MOMAN,,зона вокруг глаз; шея и декольте; лицо
181547475,EMS массажер для ног Массажер для ног электрический коврик,258.0,4.2,582,,от сети; USB; от аккумулятора,ноги; стопы; тело
159488078,"Электрический массажер для шеи, миостимулятор для тела",259.0,4.3,659,GOODSTORAGE,,
90737644,Для пресса рук ног Массажер похудеть миостимулятор тренажер,669.0,4.1,302,Magazin Happy,,икры; Массаж всех групп мышц; Ноги / Спина / Шея / Руки / Ягодицы
153482366,Миостимулятор массажер Бабочка на пресс,414.0,3.5,497,TexnoBalu,от батареек,пресс; живот; тело
68712051,Миостимулятор для тела и пресса,405.0,3.9,1480,HARBR FITNESS,,
211071648,Электрический микротоковый массажер для похудения тела,395.0,4.4,371,Myak_shop,USB; от аккумулятора; На аккумуляторной батарее,Шеи; ног; спины
276616461,Массажер для лица электрический RF лифтинг микротоковый,2878.0,4.7,4300,OKLISH beauty,от аккумулятора,зона вокруг глаз; лицо; шея
220698426,Массажер для лица EMS микротоковый для лифтинга и омоложения,4609.0,4.7,362,YOUTOPIA,USB,лицо; шея; зона вокруг глаз
366415225,Микротоковый массажер для лица RF лифтинг,1354.0,4.8,1959,BodyRave,от аккумулятора; USB,лицо; шея; зона вокруг глаз
207492675,Микротоковый массажер микротоки аппарат для лица,3205.0,4.8,2104,IGUARA,от аккумулятора,зона лица; зона вокруг глаз; Зона подбородка
143500860,предотвращение возникновения и развития заболеваний стоп,1191.0,4.3,503,HomeMarket24/7,,стопы; ноги; пятки
131866637,Микротоковый массажер для шеи плеч головы спины,422.0,4.2,391,ORZALA,,массаж тела; массажер для ног электрический; массаж спины и поясницы
248833861,Электрический массажер для ног и стоп,7412.0,4.9,1567,Keona,от сети 230В,ступни; ноги
212341753,Пояс для похудения Массажер электрический,642.0,4.4,348,Balkh Star,USB; от аккумулятора,бедра; живот; тело
256787604,Виброплатформа для похудения тренажер до 150 кг,4786.0,4.7,1317,IZISTRONG,от сети,живот; ягодицы; ноги
204075090,Массажер для ног и тела электрический микротоковый коврик,335.0,4.2,281,WOOD STINKY,USB; от аккумулятора,бедра; спина; руки
370579939,"Миостимулятор для пресса, пояс для похудения",739.0,4.8,640,World of Gadgets,USB,живот
154898610,Массажер для шеи и спины электрический импульсный,1877.0,4.6,794,KidSSMART,Аккумулятор встроенный; USB,воротниковая зона; шея и голова; плечи и спина
186309593,Массажер для шеи и спины электрический импульсный,1712.0,4.6,1187,KireiTech,USB; от аккумулятора; от прикуривателя автомобиля,шея и плечи; шейный отдел позвоночника; шейный массажер
256528965,Микротоковый аппарат для лица,2602.0,4.8,1200,BEAUTY fresh,,лицо; шея; зона вокруг глаз
251341860,Вакуумный антицеллюлитный массажер для тела ног и ягодиц,1181.0,4.7,4585,HomelySpa,от адаптера,тело; ягодицы; ноги
167314362,Массажер для ног и тела электрический микротоковый коврик,211.0,3.6,8996,Eligio,от сети; USB; от аккумулятора,ноги; стопы; тело
346876183,Массажер для лица микротоковый,2105.0,4.7,4300,OKLISH beauty,от аккумулятора,лицо; шея; зона вокруг глаз
198153403,EMS Массажер электрический для ног,370.0,4.0,7650,GO SHOP,,ноги; стопы
155143944,Массажер для шеи и спины электрический импульсный,903.0,4.6,794,KidSSMART,Аккумулятор встроенный; USB,воротниковая зона; шея и голова; плечи и спина
222657645,Массажер для лица EMS лифтинг,2951.0,4.8,287,Honey destiny,от аккумулятора,голова; шея; лицо
251341862,Вакуумный антицеллюлитный массажер для тела ног и ягодиц,1180.0,4.7,4585,HomelySpa,от адаптера,тело; ягодицы; ноги
186823795,Массажер для головы и тела электрический мурашка,1625.0,4.6,1154,URUSPO,от аккумулятора; USB; от прикуривателя автомобиля,голова; тело; шея
177616027,Массажный матрас электрический массажер для спины и тела,6300.0,4.7,1207,STARRKO,от сети,спина; тело; ноги
325196430,Микротоковый массажер микротоки аппарат для лица,3198.0,4.8,2104,IGUARA,от аккумулятора,зона лица; зона вокруг глаз; Зона подбородка
