,product_id,rating,advantage,disadvantage,comment
12,143533250,5,"Достоинства:Просто вау,два дня используем с мужем постоянно,отлично работает,болели ноги ,перед тем как спать ложиться ставила и всю ночь спала без болей,просто замечательный прибор,всем рекомендую",,
13,143533250,5,Достоинства:Идеально. Упакованно аккуратно. Все работает.,,
14,143533250,5,"Достоинства:Массажер отличный!! Работает, лечимся всей семьей, не заменимая вещь дома! Спасибо!",,
15,143533250,5,"Достоинства:Качества, поддержка продавца на каждом этапе",Недостатки:Всё отлично,"Комментарий:Очень достойный массажёр. И для себя, и в качестве подарка. Огромное разнообразие режимов для любой потребности. Действительно работает. Отдельная благодарность продавцу за поддержку в чате по любым вопросам. Всех благ и процветания!"
16,143533250,5,"Достоинства:Супер, хороший помощник",,
17,143533250,5,Достоинства:Лютая тема,,
18,143533250,5,"Достоинства:Очень мощный, хорошо работает, лёгок в использовании",,"Комментарий:Брала в подарок, начали проверять, по итогу мужу так понравилось (а он спортсмен и у него вечные тренировки) что пришлось заказывать ещё один, прихватывает хорошо мышцы 🤣🙈"
19,143533250,1,,Недостатки:Быстро отклеелись силиконовые накладки,
20,143533250,2,,,"Через 3 месяца перестал переключаться режим, тк гарантийный срок не вышел попросила постовщика обменять или вернуть деньги на что получила отказ без объяснения причины своих денег не стоит"
21,143533250,5,,,"Очень мощный, но простой в использовании. Два дня делала лимфодринажный массаж, заметила сразу что отечность с лица ушла, пришла в зал ,а на весах -1 кг , я довольна ."
22,143533250,5,Достоинства:Нормально. Мужу нравится.,,
23,143533250,5,Достоинства:Доставили быстро. Упаковка в идеальном состоянии👍,,"Комментарий:Это лучший миостимулятор!!!!! Такой малыш, но свою работу делает на 💯."
24,143533250,5,,,"Все в комплекте, все работает! Упаковка заводская, никем не открывалась! Читайте отзывы и вопросы, а можно на ватсап написать, пришлют подробную инструкцию!Советую!"
25,143533250,1,,Недостатки:Пришла но... бракованная.,
26,143533250,5,,,Отличный прибор...
27,143533250,5,"Достоинства:Муж лечит колено, говорит, что помогает.",,
28,143533250,5,"Достоинства:Нам с мужем понравился массажёр, расслабляет мышцы после трудового дня, и плюс муж ходил на такие же процедуры в клинику за 3500 сеанс, а теперь у нас дома такой👍",,
29,143533250,5,,,"Куплен в подарок. Надеюсь, что всё работает."
30,143533250,5,"Достоинства:Отличный массажер, маме лечу плечо, себе ставлю на поясницу живот и бёдра. Дополнительно заказала электроды для него, заряд держит долго, очень рекомендую, за небольшую сумму, у вас дома свой санаторий. Спасибо продавцу за качественный прибор!",,
31,143533250,5,,,"Дополняю отзыв! Прибор работает согласно заявленым параметрам. В режиме 3000Hz на максималке мышцы работают так, как в спортзале ни вжизнь не напряжёшь! Аппарат огонь!🔥 К преобретению рекомендую!👍👍👍👍"
32,143533250,5,Достоинства:Рекомендую,,
33,143533250,5,"Достоинства:Работает мощно, для восстановления нервов пойдет, даже мощность меньше надо.",,
34,143533250,5,"Достоинства:Массажёр замечательный👍если у вас возникли трудности с включением,напишите на ватсап продавцу, очень быстро и подробно ответят, всё подскажут,честно,не ожидала от этой ""малютки"",но после первого же применения спине стало легче(используем при остеохондрозе)",,
35,143533250,5,Достоинства:Всё понравилось,"Недостатки:Не выключается экран при зарядке, всегда включен.","Комментарий:Аппарат брала для похудения и тонуса мышц. Но именно этот подкупил функцией доя носа. Благодаря этой насадке(для носа) моя дочь не болела два месяца, пережила все карантины в группе. Я не верила в эфиктивносиь этой насадки, но это чудо вещь. Сам аппарат работает хорошо, благодаря этому аппарату, диете и тренировкам я скинула 8 кг за 2 месяца. Мой невролог показала где мне его прикладывать для лечения спины, у меня удалили две межпозвоночных грыж. Для того чтобы электронные пластины прослужили долго, необходимо их очищать после применения, водой и НЕ просушивая накладывать защитную пленку и в герметичный пакет. У меня уже больше 20 применений и я еще не меняла пластины."
36,143533250,5,Достоинства:Отличный аппарат,,
37,143533250,3,,"Недостатки:Лор насадка не работает, значит пришла уже бракованная",
38,143533250,5,Достоинства:Рекомендую,,
39,143533250,5,Достоинства:Ндраветца всем. Харашо ммосажирует тело,,
40,143533250,5,"Достоинства:Кайфовал штука, пробовала такую профессиональную у врача, поэтому примерно понимала, какие будут ощущения. Сразу наклеила на шейно-воротниковую зону и она так здорово и приятно прорабатывается, просто кайф. Уверена, что при регулярном использовании боли и напряжение будут уходить! Напишу потом о результате. Прибор довольно легок в использовании и довольно большой спектр вариантов массажа. Рекомендую всем! Это не больно)).",,
41,143533250,5,Достоинства:Идеальный.не зря выбрала именно этот,,
42,143533250,5,Достоинства:Физиотерапия на дому,,
43,143533250,1,,,
44,143533250,1,,"Недостатки:Только взял в этот день, перестали работать, обидно!!! Оценка 1",
45,143533250,2,,,На ощущение не каждый выдержит
46,143533250,5,,,👍
47,143533250,5,,,"Дополняю отзыв, после покупки использовал около 10 раз по 1 часу, при этом батарею не разу не заряжал, прибор пролежал осень, зиму без дела, достав его и включив, был удивлён, он продолжал работать🫣🫣 батарея показывает 2 деления из трёх, примерно 70% заряда. 🤝🤝🤝"
48,143533250,5,"Достоинства:Это пушка, бомба ракета! Правда очень больно, но очень круто и мощно",,
49,143533250,5,,,Всё хорошо пришло вовремя упаковка не нарушена но у него есть противопоказания мне не подходит поэтому отказ
50,143533250,4,,,"Хороший массажёр, только липучки ненадолго,перестают липнуть"
51,143533250,5,Достоинства:Отличный массажёр.,,
52,143533250,5,"Достоинства:Потрясающая вещь: и медицинский массаж и электрофорез на дому! Полноценный домашний доктор. Уже проверила на себе - зажим в плечах убрать получилось, боль сразу заметно уменьшилась. Также использую режим EMS на месте протрузии, чтобы укрепить и нарастить мышцы. Мощный аппарат, я использую только 1-2 режима мощности тока, а там их еще очень много, но мне хватает первых двух. Инструкция понятная, все точки в ней указаны, мною самого аппарата тоже несложное.",,Комментарий:Большое спасибо за эту прекрасную вещь!
53,143533250,4,Достоинства:Все работает. Упаковано хорошо.,,
54,143533250,5,Достоинства:Понравился массажер!,,
55,143533250,2,Достоинства:Не понятно как им пользоваться.,,
56,143533250,5,"Достоинства:Отличный массажер, все работает, все исправно, покупкой довольны!",,
57,143533250,5,,,Родителям очень понравилось.
58,143533250,5,"Достоинства:Мощный, хорошо упакован.",,Комментарий:Очень понравился.
59,143533250,5,"Достоинства:Очень мощный. Очень понравился все режимы шикарный массажёр, советую 5 звёзд.",,
60,143533250,5,Достоинства:Очень хороший массажёр. Эффективный. Рекомендую к покупке,,
61,143533250,5,Достоинства:Супер,,
62,143533250,5,"Достоинства:Супруге и дочери, а также мне понравилось, чувствительно сокращаются мышцы",,
63,143533250,5,Достоинства:Всё отлично 👍,,
64,143533250,5,Достоинства:Очень классная штука,,
65,143533250,5,,,"Час нащад прлучила, и бол"
66,143533250,5,"Достоинства:Отличный прибор. Продавец 👍молодец 💯 баллов, если есть непонятные нюансы объясняет все понятно стоит обратится в ватсап.",,"Комментарий:Хороший а главное нужный прибор. Заказал такой матери, мне супруга подарила, я не ожидал что он эфективен на 💯 %. Мне очень помогает с больной спиной и мышцами ног!!! Рекомендую однозначно."
67,143533250,5,"Достоинства:Быстро доставили, качественно упаковали",Недостатки:Все так,Комментарий:Маленький санаторий в квартире) за такую недорогую цену.
68,143533250,5,"Достоинства:Классная вещь , все рабртает",,
69,143533250,5,"Достоинства:Рекомендую, пришло все целое, работает))",,
70,143533250,5,,,"Охрененная штука, опробовал на девушке, а потом на себе 😁 p.s. долбить током может очень жёстко"
71,143533250,5,,,"Массажёр огонь, всё работает, инструкция на русском языке, пользуюсь неделю, ещё ни разу не заряжала. Дети тоже оценили"
72,143533250,5,"Достоинства:Отличный массажер. Много разных видов массажа и режимов. На деле испробовала лор-насадку. Помогает,главное не забудьте снять колпачки. Рекомендую. Полезная вещь.",,
73,143533250,5,"Достоинства:Первое впечатление,вообще супер,было первое тестирование,даже на малых частотах работает эффективно,нисколько не пожалела, ещё хорошо что есть лор насадка.Рекомендую!!!",,
74,143533250,5,Достоинства:Муж в свои 24 на него просто подсел 🤣🤣,,
75,143533250,5,Достоинства:Классная штука,,
76,143533250,5,Достоинства:Огонь.не хуже чем в салоне.,,
77,143533250,5,,,"Очень нравится, снимает боли , проверено на всех отделах позвоночника), после орви не проходили боли в спине, крутило и ломало спину, через неделю как новая стала, спасибо"
78,143533250,5,"Достоинства:Все как обычно аппарат как ак аппарат, свои функции выполняет",,
79,143533250,5,Достоинства:Я очень благодарна продавцу за замечательный товар! Я хирург и подорванной спиной и больными руками. После нескольких процедур чувствую себя намного лучше!,,
80,143533250,5,"Достоинства:Очень хороший массажёр, рекомендую 👍👍👍",,
81,143533250,5,"Достоинства:Беру на подарок, т.к у меня такой есть, периодически пользуемся, очень довольны, вещь 👍👍👍",,
82,143533250,5,"Достоинства:Это нечто 🤩 подарила подруге, опробовали с детьми, за 3 минуты прошла головная боль от дневного сна!",,
83,143533250,5,"Достоинства:Все классно, брала от боли в шеи, о результате говорить рано, но работает отлично, чуть добавляешь мощность пробирает знатно😂🔥",,
84,143533250,5,,,Зачётная штука
85,143533250,5,,,Всё понравилось! 👍👍👍
86,143533250,5,"Достоинства:Доставка быстрая, упаковка новенькая не нарушена. Аппарат работает на отлично. Цена очень даже хорошая. Очень довольна покупкой. Рекомендую. Спасибо.",,
87,143533250,5,Достоинства:Очень хорошиии массажёр,,
88,143533250,5,"Достоинства:Прибор рабочий, правда сразу не разобралась, но связалась с продавцом и он помог. Большое спасибо, теперь все работает.",,
89,143533250,5,"Достоинства:Аппарат бомба, всем рекомендую. Мы с супругой в раз содимся и делаем массаж, очень удобно . Сжигаем спасательный круг на поясе. Я думаю что результат не заставит себя долго ждать, мышцы прорабатывается копетально, всё это совместно с физорядкой. Продовец общается, всё подсказывает.",,
90,143533250,5,Достоинства:Все,Недостатки:-,"Комментарий:Очень понравился массажёр, маленький, мощный, удобный, всё функции работают, советую"
91,143533250,5,"Достоинства:Купила в подарок. Опробовали при мне! Результат есть!!! Сама пользуюсь еркурием, которому уже лет 15! Новый, безумных денег стоит !! Этот арпарат лучше, функциональнее!!! Рекомендую!!!",,
92,143533250,5,Достоинства:Супер массажёр благодарю испробовал 👍 классно рекомендую продавца 👍👍👍,,
93,143533250,5,,,"Перед покупкой проконсультировалась с неврологом и кинезиологом. Они в один голос сказали: можно, покупай. Физио - это всегда хорошо. Тем более процедура приятная, и из дома выходить не надо. Так что рекомендую"
94,143533250,5,Достоинства:очень красивый внешний вид товара и упаковки,,"Комментарий:Это самый красиво выглядящий недорогой китайский прибор, что я когда-либо покупал. Очень презентабельный. Работает. По соотношению внешний вид-функциональность-цена вообще никаких претензий нет. Хотелось бы, чтобы пальчики в лор насадке гнулись под конкретные ноздри, но и так неплохо."
95,143533250,5,Достоинства:Функциональность,,
96,143533250,5,Достоинства:Компактный и удобный,,Комментарий:Очень нужная вещь . Лечила нос себе и внукам. Делали массаж и на спину и на плечи. Очень хорошо снимает боль. Не жалеем что приобрели. Очень рекомендуем.
97,143533250,5,"Достоинства:Очень нравится этот товар, реально помогает от болей в спине)",,
98,143533250,5,,,"Отличный массажёр.мощный, удобный для поездок, да и дома много места не занимает. Разные виды техники массажа . Подруга попробовала и тоже приобрела. Довольна аппетитом."
99,143533250,5,Достоинства:Пришёл вовремя. Всё работает. Давно хотела такой массажёр. Достаточно мощный,Недостатки:Всё так ),
100,143533250,5,"Достоинства:Супер вещь! Лечим и боль, массаж делает, и как лор насадку испольщуем. Помогает при насморке.",,
101,143533250,5,Достоинства:Работает. Мучаюсь с болями в спине. После его применения сплю спокойно без болей,"Недостатки:Круговой режим почему то не работает, один режим на нем, а не по кругу. может что то не правильно делаю","Комментарий:Некоторые пишут, что после примения пару раз электроды не приклеиваются. Вы бы обратили внимание на правельное хранение! Обязательно теплой водой сполостнуть пластину после использования, обратно приклеить прозрачную пленку к пластине, поместить в пакетики и служат долго. Раз 15 приклеивала и как новые при правельном использовании"
102,143533250,5,Достоинства:Ещё не пробывала,"Недостатки:Почему сразу не указываете в карточке товара, что после вскрытия плёнки на коробке, её сразу нельзя вернуть даже не выходя из валдбериз, а только в личном кабинете?!",
103,143533250,5,Достоинства:Инструкция и кнопки на русском языке. Можно докупить электроды. Удобно переключать режимы.,Недостатки:Цена после покупки ниже),"Комментарий:Аппарат удобный в использовании, есть запас по мощности - выше второго режима пока больно включать. Еще понравилось, что есть компактная инструкция на русском языке, можно подсмотреть где какой режим и для чего он. Не пожалела, что выбрала этот вариант."
104,143533250,5,,,"спасибо всем писавшим подробные отзывы, долго сомневалась,но приобрела это маленькое чудо...упаковка вся целая запаян пакет,вскрыла-все на месте,зарядка работает,аппарат тоже,разобралась с инструкцией, подключила - аж вздрогнула ))так здорово ощущается даж на самом маленьком режиме, легче стало после первого же применения....с огромной благодарностью и уважением к продавцу, буду брать второй на семью, спасибо"
105,143533250,5,"Достоинства:Спасибо продавцу за качественный товар) маме очень понравился аппарат, недавно она сломала ногу и ей понадобились физиопроцедуры, как раз этот аппарат подошёл. По всем вопросам ответили корректно и быстро. Всё работает хорошо, заряд держит вот уже 2 месяца. Очень рада, что наткнулась на вашу карточку с товаром))) буду предлагать родным вашу продукцию)))",Недостатки:Минусов не нашла,
106,143533250,5,"Достоинства:Полностью оправдал ожидание, понравился и мне и мужу. Усталось снимает очень хорошо. Даже попробовала снять боль в руке, очень помогло. Рекомендую к покупке.",,
107,143533250,5,,,Рекомендую 👍
108,143533250,5,,,"Если бы я раньше знала об этом чудо массажёре, то сэконимила бы на других менее эффективных. Мне очень понравилось ощущение, чувствуется как мышцы сокращаются и расслабляются, как будто тренируешься. Огромное множество режимов, 8 электродов в комплекте, которые можно использовать все сразу, а можно использовать только 2, на выбор. Делаю каждый день по 30 минут, пока времени использую не много, но очень понравилось."
109,143533250,5,Достоинства:Качество,,Комментарий:Очень удобен и компактный
110,143533250,5,Достоинства:Компактность.,Недостатки:Пока минусов не выявлено.,"Комментарий:Две недели, ""полёт нормальный"". Позже, если получится (дадут возможность) дополню отзыв."
111,143533250,5,"Достоинства:Мне понравился прибор, после нескольких сеансов боль ушла",,
112,143533250,5,Достоинства:Всё отлично . Супер массажёр. Рекомендую для дома,,
113,143533250,5,"Достоинства:Очень довольна, что купила именно этот массажер, легок в управлении, много функций массажа, с первого применения запястье подлечила, с пятого замесила тесто, в общем рекомендую",Недостатки:Нет,"Комментарий:Сама не могу нарадоваться, что купила, физиокабинет на дому."
114,143533250,5,Достоинства:Работает весь заявленный функционал.,,
115,143533250,5,Достоинства:Все работает,,
116,143533250,1,,,"Сначала работал отлично. Месяц проработал. Потом появился треск, импульсы прекратились. Видимо сборка не качественная. На холостых так же идет треск. Разочарован."
117,143533250,1,,,"Добрый вечер. Проработал ровно месяц. Даже меньше, т. к. пользовалась им не каждый день. Сначала подумала что заряд закончился, так он и после нескольких часов зарядки не включается. Даже блоки меняла и ни-че-го. Что делать, как быть?"
118,143533250,5,Достоинства:Брала на подарок. Всё работает. Надеюсь понравится,,
119,143533250,5,Достоинства:Хороший массажер,,
120,143533250,5,"Достоинства:Всё работает исправно. Только на режим EMS и MASS не получается выйти. Соответствующей кнопки никак найти не могу. Работает только в режиме TENS. Но это не критично. Достаточно и этого. Токи аппарат выдает весьма сильные при соответствующей регулировке. Встроенный аккумулятор порадовал возможностью аппарата работать автономно. Таймер времени на 30 минут позволяет контролировать процесс. Апликаторы , конечно своей самоклеющейся стороной не вечные, но продавец предложил купить запасные, предоставив ссылочку на артикул этого товара. Качеством аппарата и его функциями я весьма удовлетворён 👍 всем спасибо 🙏",,
121,143533250,5,Достоинства:Просто супер. Очень помогает при болях в спине,,
122,143533250,5,Достоинства:Работает.эффективный,Недостатки:Нет,"Комментарий:Очень удобный. По ощущениям,как полноценная физиотерапия с различными режимами.работает как от сети,так и на аккумуляторе."
123,143533250,5,Достоинства:Очень хороший прибор для массажа и тренировок мышц спины и живота 👍🤩💯,,
124,143533250,5,Достоинства:Свою функцию выполняет.,,
125,143533250,5,"Достоинства:Все работает, на маленькой частоте капец ощутимо, не знаю пока про эффект, но мне понравилось, сделала одновременно на ноги и спину",,
126,143533250,5,"Достоинства:Хороший аппарат, все работает, приехал заказ в запаеной слюдой коробке, спасибо очень довольна приобретением, рекомендую",Недостатки:Их нет,"Комментарий:Взяла для мужа после тяжёлой работы ноют ноги руки, надеюсь поможет, а ещё иза лор насадки для детей"
127,143533250,5,"Достоинства:Отличная вещь, сила тока замечательная, все работает, заказывала маме, хочу себе заказать.",,
128,143533250,5,,,"Качество отличное 👍. Хороший массажёр, реально работает."
129,143533250,1,,"Недостатки:Такое ощущение, что аппарат кем то уже использовался, весь поцарапан, кнопки запавшие, сама упаковка была вскрыта.",
130,143533250,5,Достоинства:Купила в подарок,,
131,143533250,5,Достоинства:Качественный аппарат,Недостатки:Нет,"Комментарий:Очень понравился аппарат, помогает в комплексном лечении при боли в спине. Пришёл быстро. В комплекте небыло насадки для носа, написали продавцу и вопрос решился быстро. Продавец отличный, все рассказал, объяснил как пользоваться. Мы довольны, спасибо."
132,143533250,5,,,Все отлично работает👍🏼👍🏼👍🏼
133,143533250,1,Достоинства:Дешевое качество,,
134,143533250,1,,"Недостатки:В комплекте не было колпачка на лор-насадку, хорошо, что проверила сразу в пвз. Отказалась.",
135,143533250,5,"Достоинства:Компактный, мощный",,"Комментарий:Очень хорошо расслабляет мышцы 👍🏻достаточно мощный, удобно что на аккумуляторах, можно одновременно делать массаж и заниматься любыми делами 🔥 снимает боль, улучшает кровообращение в суставах 😃👍🏻 очень довольна вся семья ❤😇"
136,143533250,4,Достоинства:Пришло быстро.Товар соответсвует описанию.,"Недостатки:Упаковка немного помятая,поэтому минус одна звезда.",
137,143533250,5,"Достоинства:Очень хорошо пробивает. Мужу пондравилось. Кто не пробовал, просили ссылку, чтобы тоже заказать. Однозначно рекомендую к покупке.",,
138,143533250,5,"Достоинства:Всё работает, всё окей. Спасибо.",,
139,143533250,1,,"Недостатки:Инструкция обо всём и ни о чем. Режимы устанавливаются, но таймер выключается через 3-5 секунд, как закрепить таймер- не понятно. В общем полное разочарование. Прибор не работает",
140,143533250,5,"Достоинства:Прекрасный массажёр! Если бы можно было поставить 1000 звёзд, то поставила бы! Эффект поразительный! Доставлен аккуратно упакован, заряжен, все работает, эмоции зашкаливают. После 6 раз применений я могу самостоятельно передвигаться по квартире. Мучилась от боли в позвоночнике 8 месяцев! Скоро смогу жить полноценной жизнью! Огромное спасибо производителю, WB, доставке!",,
141,143533250,5,Достоинства:Цена-качество. Быстрая доставка.,Недостатки:Пока не заметили.,"Комментарий:Муж доволен, все работает, теперь массаж спины делает только этим массажёром. Спасибо производителю."
142,143533250,1,Достоинства:Пришёл быстро.,"Недостатки:Полное разочарование. Очень ждала этот прибор, но коробка вскрыта. Товар не раз пересылался. Электроды не оригинал. Товар не соответствует заявленному.",
143,143533250,5,"Достоинства:Отличный миостимулятор. Хорошо прорабатывает мышцы. Пользуюсь не так давно, но уже есть прогресс. Отдельное спасибо за видео-инструкцию, которую прислали по ватсапу.",,
144,143533250,5,,,Супер прибор. Взяла мужу на НГ. Он очень доволен.
145,143533250,1,,"Недостатки:Упаковка и сам аппарат без следов деформации. Аппарат не работает, на экране видны полосы видимо заводская проблема. Не рекомендую (. Деньги на ветер ((((",
146,143533250,5,Достоинства:Классная штука,Недостатки:Нет,"Комментарий:Взяла из-за сына, у него часто насморк. Для тех кто не знает, нужно снять колпачки на лор насадке. И держать 10-15 мин. Смотрю многие не снимают колпачки. Можете написать в ватсап, там всё подробно объясняет молодой человек. Как массажёр тоже отличная вещь, буду делать каждый день."
147,143533250,5,"Достоинства:Пришло все целое, упаковано. Уже опробовала токи, результат отличный.",,
148,143533250,5,Достоинства:Работает,Недостатки:Пока не обнаружили,"Комментарий:Вся семья стоит в очереди чтобы испробовать, пока только над младшим поржали как трусит его(он сам хотел!)) были проблемы с включением, но интуитивно разобрались. С наступающим Вас и всех . Всем мира и добра🤗"
149,143533250,5,Достоинства:Тащусь от него 👍,,
150,143533250,5,Достоинства:Хорошо👍,Недостатки:Нет,Комментарий:8 функции пришол портативный комплекс быстро. Опробовал на спине класс рекомендую всё в норме.
151,143533250,3,"Достоинства:Пришло половина, а прибор получился одноразовый. Провод от зарядки, не положтли!","Недостатки:Провода для зарядки нет! Уведел, как только разрядил его…",Комментарий:Г!
152,143533250,5,"Достоинства:Доставка быстрая,все в комплекте есть,коробка в заводской пленке запаянная.","Недостатки:В инструкции не понятно как пользоваться режимом ""ЛОР"". Тыкаласб,но пока не получается ничего","Комментарий:Испробовала на сыне,он сказал мама это крутая тема))) Потом испробовала сама,честно не ожидала...но я в восторге...буду прокачивать 'уставшие' мышцы,думаю результат будет! В ближайшем хочу к нему купить перчатки😇 Советую к покупке"
153,143533250,5,,,"Аппарат работает, для апробации вся семья подверглась опытам. Надеемся, что прослужит долго. Инструкция на русском, мало инфы, но будем изучать в инете."
154,143533250,5,Достоинства:Хорошая вещь,,
155,143533250,3,Достоинства:?!,Недостатки:Не работает,"Комментарий:Брала на подарок сестре, в другую страну. Уже там увидели, что аппарат поцарапан. Но и это не критично. Не работает. Включается, но импульсы не дает. Если от сети подключен, то вообще не включается. Что делать?"
156,143533250,5,Достоинства:Супер!,,
157,143533250,5,Достоинства:Работает хорошо 👍 посмотрим как будет помогать здоровью 😉,,
158,143533250,5,"Достоинства:Внешне выглядит -,хороший прибор ,все было упаковано ,с удовольствием забрала бы ,но пришлось отказаться, так как провод в области зарядки болтался ￼",,
159,143533250,5,,,"Очень довольна,что приобрела массажёр, все функции работают,кто на реабилитации после операции на позвоночнике, это просто огонь, мышцы начинают работать,боли прошли, двигаюсь свободней, спасибо всем,кто принимал активное участие, рекомендую всем,у кого беда с суставами,не пожалеете, отличная штука, и будьте здоровы.!"
160,143533250,5,"Достоинства:Все отлично, аппарат пришел батарея заряжена все работает.Спасибо производителю и продавцу.",Недостатки:Нет.,
161,143533250,5,,,Я просто в восторге! Закажу ещё парочку на подарки.
